order_id,product_id,quantity_ordered,order_date,status,customer_id
1614,2172,10,01-02-2024,Delivered,1504
1615,1223,2,11-04-2024,Pending,4952
1616,1402,19,19-09-2024,Pending,4125
1617,3094,11,17-08-2024,Pending,1996
1618,3857,7,04-10-2024,Shipped,3031
1619,299,5,17-08-2024,Delivered,2806
1620,911,18,15-05-2024,Canceled,4286
1621,1545,13,20-02-2024,Canceled,224
1622,2146,9,04-05-2024,Shipped,1790
1623,3105,1,15-03-2024,Canceled,4227
1624,818,10,10-05-2024,Canceled,3299
1625,1892,12,11-08-2024,Delivered,682
1626,3715,10,21-05-2024,Pending,2977
1627,4773,5,01-04-2024,Pending,4385
1628,1549,13,03-01-2024,Shipped,3397
1629,1120,11,02-02-2024,Pending,3078
1630,2612,2,27-10-2024,Pending,2714
1631,3558,10,10-08-2024,Delivered,4615
1632,4166,9,30-05-2024,Delivered,830
1633,4305,12,21-05-2024,Pending,1797
1634,828,8,15-04-2024,Delivered,3879
1635,3026,16,09-08-2024,Canceled,4312
1636,3664,8,10-10-2024,Shipped,2735
1637,4335,11,08-07-2024,Delivered,1339
1638,2039,19,23-01-2024,Delivered,1233
1639,4146,16,10-05-2024,Pending,4145
1640,3645,13,03-11-2024,Shipped,3826
1641,443,1,30-08-2024,Canceled,4575
1642,2418,8,22-04-2024,Canceled,583
1643,4728,13,09-04-2024,Pending,4024
1644,653,18,20-05-2024,Delivered,4702
1645,173,18,20-09-2024,Delivered,3583
1646,844,19,14-09-2024,Delivered,1752
1647,4121,14,16-08-2024,Shipped,3851
1648,1845,8,08-08-2024,Pending,970
1649,2063,9,08-02-2024,Delivered,1973
1650,2400,11,10-04-2024,Shipped,3150
1651,2524,10,01-05-2024,Pending,317
1652,2271,9,27-02-2024,Shipped,1813
1653,1151,12,26-10-2024,Shipped,3043
1654,4410,15,28-01-2024,Delivered,1055
1655,1562,1,02-01-2024,Delivered,2517
1656,193,13,23-02-2024,Canceled,2276
1657,1669,20,15-01-2024,Delivered,1383
1658,2616,15,05-09-2024,Delivered,3437
1659,2134,11,22-10-2024,Canceled,4818
1660,3911,18,20-03-2024,Pending,2187
1661,575,2,14-07-2024,Canceled,2629
1662,1718,8,30-07-2024,Canceled,915
1663,3423,14,15-09-2024,Shipped,620
1664,3683,12,03-07-2024,Shipped,3810
1665,3102,10,01-01-2024,Canceled,270
1666,2168,6,02-09-2024,Delivered,4364
1667,536,7,24-06-2024,Pending,2775
1668,4095,9,29-01-2024,Canceled,4527
1669,441,9,05-04-2024,Canceled,4617
1670,748,6,16-10-2024,Canceled,4901
1671,3795,16,03-09-2024,Delivered,2649
1672,2108,11,15-06-2024,Delivered,867
1673,4972,1,09-01-2024,Shipped,875
1674,2116,11,21-04-2024,Canceled,4219
1675,4371,18,21-02-2024,Pending,3328
1676,4347,10,26-01-2024,Pending,2161
1677,2643,20,24-02-2024,Canceled,1805
1678,673,18,08-02-2024,Canceled,294
1679,4499,8,08-11-2024,Shipped,1458
1680,4315,6,03-01-2024,Canceled,694
1681,1787,9,14-01-2024,Pending,2723
1682,1662,8,21-04-2024,Delivered,2472
1683,3411,11,07-06-2024,Delivered,1486
1684,2316,11,29-07-2024,Pending,1638
1685,774,14,07-07-2024,Delivered,285
1686,2239,2,24-08-2024,Pending,4044
1687,2199,13,02-07-2024,Shipped,4417
1688,2220,20,17-05-2024,Canceled,2447
1689,4512,5,26-02-2024,Pending,491
1690,510,16,01-02-2024,Pending,3171
1691,4539,14,16-01-2024,Canceled,772
1692,1448,11,24-01-2024,Delivered,4338
1693,4580,13,23-07-2024,Pending,4467
1694,4257,8,20-04-2024,Delivered,2584
1695,3549,18,02-08-2024,Shipped,2484
1696,382,9,16-06-2024,Shipped,4120
1697,2650,9,01-05-2024,Pending,66
1698,1829,7,26-04-2024,Delivered,4947
1699,195,9,09-03-2024,Canceled,575
1700,2547,15,14-05-2024,Pending,309
1701,1356,18,20-09-2024,Shipped,4016
1702,3729,9,08-05-2024,Canceled,1228
1703,1008,3,01-10-2024,Canceled,58
1704,2134,12,17-06-2024,Delivered,3511
1705,2891,8,30-09-2024,Pending,2566
1706,873,10,19-07-2024,Canceled,3355
1707,264,6,29-05-2024,Canceled,1381
1708,613,17,25-02-2024,Canceled,2635
1709,103,19,11-03-2024,Shipped,3531
1710,3057,14,05-03-2024,Canceled,1940
1711,2081,10,27-08-2024,Shipped,376
1712,1749,19,22-01-2024,Shipped,2322
1713,2528,2,16-10-2024,Shipped,2916
1714,2249,17,06-09-2024,Delivered,4457
1715,3050,12,05-05-2024,Pending,1685
1716,599,1,13-04-2024,Pending,2255
1717,219,1,19-04-2024,Delivered,4617
1718,2114,16,06-02-2024,Shipped,1432
1719,3201,8,27-06-2024,Delivered,1665
1720,1434,15,04-02-2024,Canceled,2804
1721,1305,7,07-01-2024,Canceled,2101
1722,986,1,14-05-2024,Delivered,2344
1723,795,14,28-05-2024,Canceled,3714
1724,1591,20,12-07-2024,Canceled,4246
1725,4380,13,24-03-2024,Delivered,4670
1726,1551,10,21-08-2024,Shipped,480
1727,734,10,11-10-2024,Shipped,4069
1728,1551,5,25-02-2024,Canceled,2120
1729,4862,16,28-08-2024,Delivered,1129
1730,4613,1,25-03-2024,Pending,1489
1731,3122,14,28-09-2024,Delivered,2336
1732,2639,8,07-09-2024,Pending,1406
1733,2267,8,08-06-2024,Delivered,281
1734,4272,7,19-10-2024,Pending,2340
1735,2725,7,10-08-2024,Delivered,929
1736,1545,4,13-01-2024,Canceled,2851
1737,1113,7,29-06-2024,Delivered,2523
1738,1751,16,04-01-2024,Pending,4573
1739,4937,9,27-05-2024,Shipped,4746
1740,3778,3,07-04-2024,Shipped,1385
1741,3323,5,20-09-2024,Shipped,4161
1742,2465,8,19-07-2024,Canceled,1148
1743,244,10,07-09-2024,Canceled,3541
1744,308,16,10-07-2024,Delivered,2052
1745,3274,8,25-02-2024,Delivered,3881
1746,1059,14,04-10-2024,Shipped,2184
1747,4568,4,03-04-2024,Shipped,3382
1748,4915,19,09-05-2024,Delivered,4797
1749,1224,19,21-10-2024,Delivered,1804
1750,4004,18,22-07-2024,Canceled,618
1751,4613,16,28-10-2024,Shipped,4355
1752,426,2,29-10-2024,Shipped,220
1753,2087,20,21-10-2024,Delivered,4987
1754,1654,5,10-10-2024,Delivered,3295
1755,61,18,13-03-2024,Canceled,1245
1756,2558,17,06-08-2024,Shipped,3396
1757,1701,10,02-09-2024,Pending,3668
1758,3960,16,11-08-2024,Delivered,4029
1759,2694,5,16-09-2024,Pending,413
1760,4380,13,13-09-2024,Shipped,143
1761,405,4,09-05-2024,Delivered,3762
1762,4968,20,02-02-2024,Delivered,3085
1763,1819,17,28-06-2024,Canceled,2283
1764,485,14,21-05-2024,Canceled,2256
1765,2394,17,03-09-2024,Delivered,1772
1766,3953,8,23-02-2024,Shipped,1661
1767,297,20,22-01-2024,Pending,926
1768,1534,17,28-04-2024,Pending,1679
1769,3414,2,29-06-2024,Canceled,2514
1770,391,5,06-07-2024,Pending,3237
1771,135,14,10-01-2024,Canceled,4361
1772,1305,2,16-01-2024,Delivered,2580
1773,1011,14,28-04-2024,Delivered,3091
1774,4386,18,21-07-2024,Canceled,1219
1775,738,1,16-03-2024,Pending,1578
1776,4149,9,27-09-2024,Shipped,429
1777,227,9,03-01-2024,Shipped,2431
1778,1481,9,23-09-2024,Canceled,1029
1779,564,6,22-06-2024,Canceled,937
1780,3803,19,31-05-2024,Canceled,2943
1781,75,12,20-02-2024,Canceled,4147
1782,3686,6,28-06-2024,Shipped,4641
1783,212,14,06-04-2024,Canceled,501
1784,1032,2,07-03-2024,Pending,62
1785,1040,13,20-05-2024,Shipped,3036
1786,1399,11,13-05-2024,Pending,718
1787,118,4,23-03-2024,Canceled,852
1788,4226,11,31-07-2024,Shipped,957
1789,2751,8,02-03-2024,Delivered,3617
1790,4516,11,27-06-2024,Delivered,4174
1791,1128,10,10-10-2024,Shipped,498
1792,4373,4,29-04-2024,Canceled,1187
1793,389,10,24-03-2024,Shipped,2729
1794,4791,2,04-08-2024,Canceled,722
1795,922,16,31-03-2024,Canceled,1679
1796,1072,11,01-03-2024,Canceled,1657
1797,3497,15,27-09-2024,Shipped,3187
1798,1286,3,02-06-2024,Pending,683
1799,1552,6,23-10-2024,Delivered,3939
1800,3301,7,05-11-2024,Pending,2534
1801,2929,5,03-03-2024,Delivered,4170
1802,2913,8,19-02-2024,Shipped,273
1803,2718,12,10-05-2024,Pending,1795
1804,3468,14,23-01-2024,Pending,1521
1805,1019,15,14-06-2024,Canceled,1483
1806,512,5,31-10-2024,Canceled,511
1807,1589,3,21-03-2024,Canceled,2003
1808,2631,5,28-04-2024,Shipped,3134
1809,1911,9,24-07-2024,Delivered,3495
1810,3354,16,22-03-2024,Shipped,965
1811,4052,18,25-06-2024,Shipped,1487
1812,3168,18,01-04-2024,Shipped,3367
1813,825,4,16-10-2024,Shipped,1578
1814,1681,13,21-09-2024,Delivered,2757
1815,4896,9,14-10-2024,Delivered,540
1816,4175,14,23-02-2024,Delivered,4875
1817,4938,16,31-03-2024,Pending,617
1818,819,19,02-01-2024,Delivered,1757
1819,1498,5,28-01-2024,Delivered,4826
1820,3728,16,11-04-2024,Canceled,2113
1821,2516,16,08-06-2024,Shipped,1163
1822,4146,1,09-04-2024,Delivered,682
1823,2917,19,13-06-2024,Shipped,2504
1824,2001,20,06-07-2024,Delivered,4259
1825,364,17,21-05-2024,Delivered,1793
1826,2820,5,29-10-2024,Canceled,4467
1827,4279,10,12-01-2024,Pending,1255
1828,1107,18,06-04-2024,Pending,3992
1829,4766,16,24-07-2024,Shipped,3986
1830,492,2,22-01-2024,Canceled,438
1831,2427,19,04-11-2024,Delivered,45
1832,544,11,21-08-2024,Shipped,2568
1833,3984,19,06-05-2024,Canceled,4140
1834,3772,5,14-10-2024,Canceled,953
1835,2989,14,24-04-2024,Shipped,4613
1836,264,3,03-02-2024,Delivered,4696
1837,81,16,29-07-2024,Shipped,2269
1838,3364,4,02-05-2024,Delivered,2441
1839,2865,8,26-09-2024,Delivered,2293
1840,2063,3,05-03-2024,Canceled,3571
1841,2007,1,24-01-2024,Pending,210
1842,4340,7,23-03-2024,Canceled,2768
1843,295,10,15-08-2024,Delivered,1660
1844,2347,13,11-07-2024,Shipped,4053
1845,1651,9,10-02-2024,Delivered,392
1846,643,16,17-01-2024,Canceled,2901
1847,3051,1,16-02-2024,Shipped,773
1848,2536,20,25-09-2024,Shipped,2933
1849,949,11,08-01-2024,Delivered,2618
1850,1099,16,17-04-2024,Delivered,4677
1851,4138,13,20-10-2024,Pending,4868
1852,4113,20,15-04-2024,Shipped,2795
1853,4935,4,25-03-2024,Pending,2891
1854,4461,15,25-03-2024,Pending,2030
1855,1224,12,14-01-2024,Canceled,2072
1856,864,5,21-05-2024,Canceled,3298
1857,1447,18,23-10-2024,Canceled,1768
1858,2074,8,17-01-2024,Canceled,633
1859,1500,1,14-08-2024,Shipped,2342
1860,1260,4,28-07-2024,Shipped,919
1861,2291,15,21-01-2024,Shipped,3007
1862,381,5,13-08-2024,Pending,1711
1863,1627,7,16-08-2024,Canceled,327
1864,135,14,07-11-2024,Pending,2297
1865,2539,20,03-04-2024,Pending,2045
1866,2467,17,08-04-2024,Delivered,4773
1867,4025,19,16-01-2024,Pending,2944
1868,3280,1,14-09-2024,Canceled,410
1869,605,18,13-08-2024,Delivered,880
1870,4154,14,07-06-2024,Delivered,4798
1871,2344,2,27-09-2024,Pending,2510
1872,49,9,08-01-2024,Pending,3419
1873,523,13,22-01-2024,Delivered,69
1874,3557,12,10-10-2024,Shipped,4884
1875,669,8,24-07-2024,Pending,4429
1876,3197,15,05-07-2024,Delivered,3434
1877,4554,7,05-06-2024,Canceled,1124
1878,4949,16,14-07-2024,Canceled,3496
1879,4326,5,23-04-2024,Pending,1710
1880,3691,11,16-09-2024,Delivered,715
1881,1421,5,23-07-2024,Canceled,164
1882,4689,19,01-06-2024,Delivered,930
1883,3573,7,25-05-2024,Delivered,2284
1884,4660,3,07-05-2024,Delivered,3382
1885,3601,16,21-07-2024,Delivered,4114
1886,2052,1,17-09-2024,Delivered,3232
1887,1886,15,27-04-2024,Delivered,3770
1888,4061,16,01-03-2024,Delivered,2890
1889,1197,4,04-03-2024,Pending,4810
1890,907,11,16-05-2024,Shipped,489
1891,4870,8,12-03-2024,Canceled,1312
1892,1890,12,29-06-2024,Canceled,796
1893,2316,5,19-06-2024,Canceled,3701
1894,2602,20,31-05-2024,Delivered,2390
1895,402,14,21-07-2024,Delivered,598
1896,1279,15,16-05-2024,Shipped,997
1897,168,5,30-06-2024,Delivered,4383
1898,1771,2,10-05-2024,Canceled,1276
1899,3237,17,22-05-2024,Delivered,2936
1900,1028,11,26-09-2024,Pending,4017
1901,2279,2,17-06-2024,Pending,2171
1902,4904,10,25-10-2024,Canceled,3210
1903,3907,7,23-04-2024,Shipped,663
1904,1240,2,01-05-2024,Shipped,2979
1905,212,6,24-02-2024,Pending,742
1906,3698,4,13-08-2024,Shipped,2237
1907,1847,12,09-03-2024,Canceled,1008
1908,1863,7,10-07-2024,Shipped,1764
1909,1730,12,10-07-2024,Pending,1643
1910,2308,2,12-05-2024,Delivered,2918
1911,4031,2,09-01-2024,Delivered,3433
1912,3590,13,03-02-2024,Shipped,4731
1913,1238,7,22-08-2024,Delivered,4255
1914,1280,1,22-03-2024,Pending,2057
1915,4738,9,26-02-2024,Pending,3600
1916,2621,1,08-11-2024,Delivered,592
1917,4938,14,19-05-2024,Shipped,2591
1918,1798,4,20-02-2024,Pending,140
1919,3547,17,01-10-2024,Shipped,1742
1920,733,13,07-06-2024,Shipped,991
1921,678,17,20-06-2024,Shipped,3064
1922,3027,13,01-05-2024,Delivered,612
1923,2062,12,24-08-2024,Delivered,1648
1924,3717,8,18-04-2024,Delivered,3820
1925,3790,17,23-02-2024,Shipped,2896
1926,1507,10,13-03-2024,Delivered,3180
1927,3958,11,23-10-2024,Pending,2805
1928,2395,9,08-03-2024,Canceled,2828
1929,909,3,05-02-2024,Shipped,3222
1930,4599,17,13-06-2024,Pending,318
1931,2364,5,29-05-2024,Canceled,881
1932,505,7,23-01-2024,Canceled,77
1933,1589,14,26-08-2024,Pending,3332
1934,3673,1,17-05-2024,Canceled,1454
1935,2028,17,08-03-2024,Shipped,2769
1936,4750,20,15-03-2024,Shipped,1232
1937,3119,13,16-07-2024,Canceled,3369
1938,2720,20,03-11-2024,Shipped,2372
1939,647,1,09-02-2024,Canceled,4076
1940,2225,16,16-04-2024,Pending,2408
1941,1888,2,24-08-2024,Delivered,2067
1942,3238,13,31-07-2024,Delivered,1157
1943,4658,12,23-06-2024,Canceled,918
1944,760,11,30-01-2024,Delivered,3643
1945,3029,19,24-09-2024,Pending,4616
1946,4637,11,21-04-2024,Canceled,4627
1947,1446,19,11-03-2024,Canceled,3582
1948,2439,15,16-10-2024,Pending,554
1949,2818,1,09-01-2024,Canceled,4806
1950,3401,18,10-10-2024,Canceled,4831
1951,3156,11,29-09-2024,Delivered,1563
1952,1253,1,27-03-2024,Delivered,841
1953,1803,1,15-09-2024,Canceled,1857
1954,3332,16,03-05-2024,Shipped,3466
1955,3919,8,26-06-2024,Shipped,2575
1956,2293,1,12-07-2024,Canceled,3127
1957,2687,19,23-06-2024,Canceled,4924
1958,3776,11,29-08-2024,Canceled,863
1959,3614,4,26-03-2024,Canceled,3497
1960,3494,7,16-02-2024,Pending,2753
1961,4874,16,09-03-2024,Canceled,3856
1962,4317,10,08-04-2024,Canceled,544
1963,419,2,20-01-2024,Delivered,2862
1964,2499,8,22-04-2024,Pending,886
1965,3914,14,16-08-2024,Shipped,1252
1966,3454,6,05-04-2024,Pending,3072
1967,3273,18,19-07-2024,Pending,857
1968,1269,16,28-05-2024,Shipped,2841
1969,3940,1,03-10-2024,Canceled,1437
1970,4649,7,23-03-2024,Delivered,1224
1971,1327,17,25-05-2024,Pending,1879
1972,2639,19,26-02-2024,Pending,2214
1973,282,10,19-10-2024,Pending,3302
1974,2495,9,29-03-2024,Delivered,3144
1975,4588,6,27-01-2024,Delivered,2352
1976,368,19,09-07-2024,Pending,216
1977,4306,12,11-05-2024,Delivered,234
1978,255,2,05-09-2024,Shipped,3031
1979,585,12,16-05-2024,Delivered,2285
1980,4851,16,20-03-2024,Shipped,4156
1981,119,7,25-03-2024,Shipped,1707
1982,2410,20,11-10-2024,Shipped,404
1983,146,8,30-06-2024,Shipped,1006
1984,3258,7,18-03-2024,Shipped,2814
1985,4041,12,02-09-2024,Canceled,314
1986,4910,15,25-04-2024,Shipped,4343
1987,1001,10,06-07-2024,Pending,835
1988,2004,18,30-06-2024,Pending,111
1989,2833,7,09-09-2024,Canceled,2561
1990,2993,14,16-06-2024,Canceled,1073
1991,4021,7,25-03-2024,Canceled,3276
1992,2234,11,25-01-2024,Pending,842
1993,4980,16,27-10-2024,Canceled,762
1994,4495,13,05-10-2024,Pending,1416
1995,3577,3,17-06-2024,Pending,1992
1996,1314,19,04-05-2024,Pending,1714
1997,4217,8,27-07-2024,Delivered,2344
1998,1672,2,18-05-2024,Canceled,3799
1999,1270,11,16-07-2024,Canceled,1866
2000,3615,15,25-02-2024,Canceled,2270
2001,1284,12,25-06-2024,Canceled,3344
2002,222,14,08-11-2024,Pending,4889
2003,2422,7,16-06-2024,Delivered,4176
2004,2732,3,18-05-2024,Pending,4845
2005,2594,9,26-04-2024,Pending,3914
2006,3737,3,01-09-2024,Canceled,1354
2007,1166,17,04-11-2024,Pending,4878
2008,2457,9,30-05-2024,Delivered,2100
2009,2558,17,29-08-2024,Canceled,1437
2010,1016,3,15-08-2024,Delivered,2363
2011,3963,18,27-01-2024,Pending,1809
2012,2810,18,14-05-2024,Canceled,3294
2013,2015,2,19-09-2024,Pending,1127
2014,576,11,04-09-2024,Delivered,174
2015,4646,2,03-08-2024,Shipped,1588
2016,4565,11,09-08-2024,Shipped,3353
2017,2404,7,09-07-2024,Shipped,1226
2018,4002,1,26-03-2024,Shipped,1055
2019,582,1,03-09-2024,Shipped,895
2020,4554,2,12-01-2024,Canceled,1061
2021,3740,12,05-09-2024,Shipped,3573
2022,4786,19,05-04-2024,Delivered,3846
2023,1161,12,03-10-2024,Canceled,109
2024,2368,20,09-07-2024,Pending,797
2025,4638,15,19-10-2024,Shipped,1872
2026,320,8,17-07-2024,Shipped,1012
2027,800,2,04-05-2024,Pending,3491
2028,3435,20,23-07-2024,Shipped,4593
2029,1434,15,09-02-2024,Delivered,1154
2030,283,13,14-04-2024,Canceled,1291
2031,1952,10,16-09-2024,Shipped,3000
2032,2499,15,27-10-2024,Delivered,2491
2033,2389,6,19-09-2024,Canceled,4603
2034,3627,15,26-09-2024,Pending,2029
2035,4070,18,06-09-2024,Canceled,1236
2036,3153,16,01-05-2024,Canceled,3384
2037,3670,13,04-09-2024,Canceled,4553
2038,1570,9,19-02-2024,Canceled,1994
2039,2481,8,08-08-2024,Canceled,1634
2040,754,6,22-07-2024,Canceled,1259
2041,3352,20,03-10-2024,Canceled,2516
2042,1958,5,18-03-2024,Delivered,469
2043,4624,4,07-06-2024,Shipped,2005
2044,1975,14,25-07-2024,Pending,486
2045,4353,20,30-06-2024,Pending,1186
2046,1635,13,08-06-2024,Shipped,1769
2047,2089,12,14-02-2024,Delivered,2825
2048,4610,4,30-08-2024,Shipped,4759
2049,1869,13,09-01-2024,Shipped,95
2050,2803,9,27-06-2024,Delivered,4406
2051,2293,8,01-05-2024,Pending,4784
2052,4730,7,10-01-2024,Delivered,3530
2053,4844,7,03-05-2024,Delivered,4466
2054,1716,17,02-06-2024,Canceled,1220
2055,4468,11,31-01-2024,Canceled,2104
2056,3109,3,08-02-2024,Delivered,1406
2057,1207,1,05-10-2024,Shipped,3526
2058,2354,19,14-05-2024,Delivered,1038
2059,2787,1,26-10-2024,Shipped,2857
2060,4929,1,17-05-2024,Shipped,3688
2061,842,6,21-05-2024,Pending,1102
2062,3677,7,07-11-2024,Delivered,4204
2063,1693,2,07-02-2024,Shipped,495
2064,436,19,17-01-2024,Shipped,3700
2065,3558,13,10-07-2024,Pending,3436
2066,4118,10,26-04-2024,Pending,2761
2067,3987,16,19-08-2024,Shipped,4087
2068,4044,5,30-08-2024,Pending,2745
2069,1997,13,30-07-2024,Shipped,2473
2070,2891,8,17-02-2024,Delivered,3640
2071,2205,13,06-08-2024,Pending,3007
2072,2352,9,21-07-2024,Delivered,4923
2073,4679,20,04-06-2024,Canceled,4019
2074,1942,19,04-11-2024,Delivered,3284
2075,4044,4,20-10-2024,Delivered,954
2076,4295,15,23-08-2024,Delivered,1798
2077,1338,10,28-05-2024,Canceled,4940
2078,593,6,10-02-2024,Delivered,2819
2079,3115,18,03-02-2024,Delivered,1290
2080,4413,6,24-05-2024,Delivered,4252
2081,1355,4,03-08-2024,Pending,1670
2082,4661,15,23-07-2024,Shipped,4453
2083,2087,3,24-08-2024,Canceled,4860
2084,1833,12,11-01-2024,Canceled,4175
2085,371,18,25-01-2024,Delivered,1709
2086,3516,11,08-07-2024,Delivered,4315
2087,726,4,28-01-2024,Canceled,2249
2088,3119,8,12-10-2024,Delivered,137
2089,523,3,14-07-2024,Shipped,3891
2090,2630,5,19-06-2024,Pending,4297
2091,3004,20,18-02-2024,Shipped,2171
2092,319,6,18-08-2024,Shipped,4003
2093,86,4,26-06-2024,Shipped,4324
2094,1679,7,04-01-2024,Pending,2436
2095,2933,10,31-01-2024,Delivered,3934
2096,603,14,10-10-2024,Delivered,3050
2097,897,9,13-03-2024,Delivered,2082
2098,4381,1,10-06-2024,Shipped,1000
2099,1451,13,15-07-2024,Delivered,2598
2100,1123,1,24-03-2024,Pending,3438
2101,2153,2,06-09-2024,Shipped,2580
2102,4631,7,15-02-2024,Pending,4866
2103,1223,14,18-05-2024,Canceled,139
2104,1629,6,21-10-2024,Canceled,1675
2105,4450,18,06-06-2024,Delivered,3218
2106,4761,11,06-03-2024,Delivered,368
2107,2054,14,08-09-2024,Delivered,604
2108,152,20,11-04-2024,Delivered,167
2109,2403,11,13-03-2024,Delivered,1745
2110,2255,4,24-01-2024,Pending,1263
2111,4348,18,31-05-2024,Canceled,1461
2112,4202,1,19-01-2024,Canceled,2786
2113,4381,4,25-05-2024,Shipped,27
2114,2233,5,05-09-2024,Canceled,3955
2115,2943,8,27-01-2024,Delivered,669
2116,1141,12,29-10-2024,Shipped,3411
2117,1268,7,07-02-2024,Shipped,878
2118,3783,4,05-06-2024,Pending,1323
2119,822,12,30-08-2024,Pending,424
2120,4401,1,25-10-2024,Delivered,4200
2121,3187,9,05-07-2024,Canceled,4103
2122,3182,7,11-06-2024,Shipped,169
2123,1333,8,24-08-2024,Pending,3772
2124,1242,16,05-01-2024,Pending,3771
2125,3897,17,13-05-2024,Pending,4544
2126,2983,5,13-04-2024,Delivered,2787
2127,2559,16,05-04-2024,Delivered,1304
2128,650,11,09-05-2024,Canceled,2381
2129,3155,17,23-10-2024,Delivered,1412
2130,1297,2,29-02-2024,Delivered,4148
2131,850,2,06-06-2024,Pending,4575
2132,456,1,02-08-2024,Delivered,1125
2133,2793,20,01-11-2024,Shipped,4056
2134,576,19,18-02-2024,Canceled,1238
2135,3025,18,12-10-2024,Delivered,3876
2136,114,15,28-10-2024,Shipped,4089
2137,4364,12,27-01-2024,Shipped,1384
2138,2206,14,22-08-2024,Canceled,3049
2139,839,16,25-04-2024,Delivered,3734
2140,4814,8,02-10-2024,Shipped,178
2141,4886,5,22-06-2024,Canceled,110
2142,2300,11,02-02-2024,Canceled,4532
2143,3265,2,14-08-2024,Canceled,900
2144,2311,15,12-10-2024,Delivered,3901
2145,2102,8,01-01-2024,Pending,2635
2146,4239,14,25-09-2024,Shipped,273
2147,1372,9,20-02-2024,Delivered,4647
2148,1689,17,15-09-2024,Shipped,599
2149,34,2,06-04-2024,Canceled,2572
2150,628,13,08-03-2024,Canceled,4996
2151,1016,5,11-07-2024,Pending,3218
2152,3212,16,01-10-2024,Delivered,3855
2153,2022,1,10-02-2024,Shipped,2509
2154,2728,8,13-01-2024,Pending,1066
2155,1922,12,27-09-2024,Pending,1706
2156,4728,9,03-07-2024,Delivered,2075
2157,1116,8,30-10-2024,Canceled,4892
2158,1742,7,05-04-2024,Delivered,1409
2159,3429,1,18-02-2024,Canceled,4239
2160,786,19,12-05-2024,Pending,3170
2161,317,16,24-06-2024,Pending,1430
2162,1378,11,21-05-2024,Pending,1967
2163,3970,16,30-08-2024,Shipped,2318
2164,2871,6,24-02-2024,Pending,775
2165,1443,10,16-02-2024,Pending,2024
2166,1172,13,11-03-2024,Shipped,2762
2167,3140,18,03-04-2024,Canceled,3864
2168,423,7,14-01-2024,Shipped,2977
2169,1214,2,19-03-2024,Canceled,2007
2170,3099,5,26-04-2024,Delivered,4237
2171,694,4,16-07-2024,Pending,1136
2172,3184,19,26-08-2024,Pending,4236
2173,2851,13,06-08-2024,Canceled,4734
2174,1268,10,23-10-2024,Pending,3893
2175,1663,10,04-09-2024,Delivered,905
2176,1909,12,24-01-2024,Delivered,4228
2177,3321,3,06-05-2024,Delivered,4218
2178,1031,3,08-06-2024,Shipped,255
2179,1633,18,03-10-2024,Shipped,3535
2180,4832,1,07-04-2024,Canceled,4826
2181,2972,3,06-11-2024,Delivered,3548
2182,2633,10,20-03-2024,Shipped,1732
2183,4684,16,01-02-2024,Shipped,3043
2184,3581,10,20-06-2024,Pending,3608
2185,2172,2,23-02-2024,Pending,3863
2186,3120,11,28-10-2024,Delivered,3228
2187,2255,11,31-01-2024,Canceled,860
2188,746,14,13-10-2024,Pending,1214
2189,3227,8,23-01-2024,Delivered,3303
2190,3898,2,07-09-2024,Pending,3325
2191,1745,5,11-09-2024,Shipped,4267
2192,1596,15,18-04-2024,Shipped,2209
2193,4451,4,02-06-2024,Canceled,4103
2194,3363,9,22-03-2024,Shipped,846
2195,465,15,26-10-2024,Pending,4782
2196,4277,17,26-01-2024,Pending,1421
2197,4373,17,02-11-2024,Shipped,4823
2198,2850,2,28-01-2024,Delivered,1165
2199,963,14,22-07-2024,Shipped,4421
2200,3365,3,25-09-2024,Canceled,2446
2201,2804,2,30-05-2024,Pending,4134
2202,891,9,22-10-2024,Pending,1647
2203,3273,16,10-10-2024,Shipped,2091
2204,937,5,25-06-2024,Delivered,3714
2205,2074,9,07-01-2024,Shipped,3269
2206,2895,14,10-09-2024,Delivered,2515
2207,1454,9,26-01-2024,Canceled,4452
2208,1254,9,07-08-2024,Delivered,530
2209,2158,10,27-07-2024,Canceled,1495
2210,4466,4,11-07-2024,Delivered,937
2211,2697,16,26-07-2024,Canceled,3099
2212,1625,2,22-03-2024,Shipped,2381
2213,57,14,15-05-2024,Delivered,1842
2214,1156,13,08-01-2024,Pending,4215
2215,3928,17,22-09-2024,Pending,1751
2216,291,19,04-05-2024,Delivered,3797
2217,3593,18,26-04-2024,Canceled,31
2218,4108,9,24-04-2024,Pending,3571
2219,826,2,20-05-2024,Canceled,3200
2220,1309,13,28-08-2024,Shipped,2077
2221,3190,12,14-03-2024,Canceled,4676
2222,590,2,12-02-2024,Canceled,4376
2223,1206,1,31-07-2024,Canceled,3152
2224,4344,17,11-02-2024,Shipped,4978
2225,1854,16,27-03-2024,Shipped,3036
2226,263,12,06-02-2024,Canceled,4788
2227,2,20,27-02-2024,Delivered,582
2228,2037,3,19-05-2024,Shipped,3002
2229,2137,12,23-04-2024,Canceled,3684
2230,3660,4,21-06-2024,Canceled,822
2231,2861,2,02-01-2024,Pending,3547
2232,3321,17,12-08-2024,Pending,3628
2233,3953,1,13-08-2024,Pending,4619
2234,4476,18,13-07-2024,Delivered,1445
2235,4119,14,15-03-2024,Shipped,1023
2236,3754,19,09-04-2024,Canceled,480
2237,3056,17,10-02-2024,Canceled,2619
