inventory_id,product_id,quantity_in_stock,last_stocked
2755,1632,127,01-07-2024
2756,3022,196,10-01-2024
2757,2209,130,08-09-2024
2758,1977,142,23-09-2024
2759,1426,180,21-03-2024
2760,4200,139,01-07-2024
2761,4727,45,22-05-2024
2762,777,24,24-05-2024
2763,4142,179,13-10-2024
2764,2362,80,03-11-2024
2765,4136,84,09-07-2024
2766,2443,65,25-07-2024
2767,3579,181,22-05-2024
2768,4158,131,01-11-2024
2769,2289,44,21-04-2024
2770,2685,173,07-05-2024
2771,3861,30,07-07-2024
2772,3663,66,30-09-2024
2773,1586,52,26-09-2024
2774,415,46,30-05-2024
2775,3427,86,05-05-2024
2776,2842,3,24-03-2024
2777,784,190,02-01-2024
2778,4898,83,13-08-2024
2779,3941,185,25-02-2024
2780,152,43,11-04-2024
2781,4759,117,17-10-2024
2782,606,182,11-06-2024
2783,2729,79,21-04-2024
2784,3249,180,20-03-2024
2785,86,67,08-01-2024
2786,1420,31,15-07-2024
2787,693,139,13-02-2024
2788,4500,157,27-03-2024
2789,731,143,20-02-2024
2790,882,46,28-02-2024
2791,3697,117,08-03-2024
2792,2675,178,14-05-2024
2793,1677,44,27-06-2024
2794,1763,101,23-05-2024
2795,4133,183,08-01-2024
2796,4437,108,10-04-2024
2797,3745,194,30-01-2024
2798,3914,2,23-02-2024
2799,2650,136,04-03-2024
2800,1001,200,12-06-2024
2801,2414,11,01-06-2024
2802,2745,193,28-04-2024
2803,4005,165,19-10-2024
2804,674,47,02-04-2024
2805,1010,133,25-09-2024
2806,2046,161,05-11-2024
2807,740,152,25-05-2024
2808,1843,164,10-10-2024
2809,690,69,22-10-2024
2810,2804,82,02-01-2024
2811,1274,120,10-08-2024
2812,3027,186,19-04-2024
2813,2937,140,02-05-2024
2814,3510,34,23-05-2024
2815,2137,7,14-10-2024
2816,4164,51,08-09-2024
2817,4053,139,07-09-2024
2818,3144,131,21-06-2024
2819,3487,172,31-03-2024
2820,1910,49,08-02-2024
2821,1725,176,21-04-2024
2822,4515,178,26-10-2024
2823,688,186,09-08-2024
2824,4918,191,28-02-2024
2825,543,52,13-09-2024
2826,2742,186,13-06-2024
2827,1658,141,12-06-2024
2828,2505,40,09-03-2024
2829,338,197,26-02-2024
2830,4260,99,12-09-2024
2831,166,183,08-04-2024
2832,3108,20,09-07-2024
2833,2601,131,19-06-2024
2834,4251,167,15-06-2024
2835,1138,101,01-01-2024
2836,4170,134,19-03-2024
2837,3449,88,03-08-2024
2838,865,84,29-02-2024
2839,66,89,08-11-2024
2840,4017,40,21-09-2024
2841,2863,102,14-07-2024
2842,1394,95,24-01-2024
2843,1545,126,05-07-2024
2844,1527,107,28-01-2024
2845,322,33,24-01-2024
2846,1203,32,20-01-2024
2847,1031,155,26-02-2024
2848,2164,138,09-04-2024
2849,974,11,02-05-2024
2850,2667,98,23-07-2024
2851,1903,68,27-10-2024
2852,136,48,05-10-2024
2853,3823,167,24-07-2024
2854,1437,152,19-09-2024
2855,2489,149,21-10-2024
2856,2641,200,15-06-2024
2857,2423,12,15-04-2024
2858,2119,103,13-02-2024
2859,3859,150,01-09-2024
2860,662,123,27-06-2024
2861,1963,144,11-09-2024
2862,349,191,16-08-2024
2863,1006,19,02-04-2024
2864,1425,5,20-08-2024
2865,4471,47,22-08-2024
2866,4294,79,31-05-2024
2867,3290,191,25-08-2024
2868,853,110,04-07-2024
2869,4491,158,22-08-2024
2870,1078,188,04-04-2024
2871,481,50,12-09-2024
2872,805,22,20-10-2024
2873,505,67,30-10-2024
2874,2836,4,02-11-2024
2875,3760,186,05-09-2024
2876,4362,172,27-03-2024
2877,2514,131,20-10-2024
2878,1105,151,04-11-2024
2879,2812,162,25-08-2024
2880,2646,152,24-10-2024
2881,3841,127,19-03-2024
2882,1454,182,05-04-2024
2883,3095,59,15-07-2024
2884,4040,7,16-03-2024
2885,2521,184,08-10-2024
2886,2502,114,17-03-2024
2887,2330,145,23-07-2024
2888,3474,159,22-06-2024
2889,1852,95,15-06-2024
2890,4040,13,03-08-2024
2891,1329,144,17-07-2024
2892,1732,78,22-03-2024
2893,2185,191,02-08-2024
2894,3476,71,06-10-2024
2895,1095,155,05-11-2024
2896,2532,6,03-06-2024
2897,4121,3,21-07-2024
2898,4580,197,13-08-2024
2899,2313,50,03-11-2024
2900,28,169,24-07-2024
2901,2836,106,28-02-2024
2902,3457,34,14-05-2024
2903,2644,61,18-07-2024
2904,2514,39,17-02-2024
2905,822,185,22-06-2024
2906,1743,36,22-03-2024
2907,4772,30,04-08-2024
2908,3527,88,06-10-2024
2909,2413,137,17-06-2024
2910,3957,24,28-07-2024
2911,2792,100,09-02-2024
2912,3,138,27-05-2024
2913,4764,59,15-05-2024
2914,2527,23,11-03-2024
2915,463,78,15-10-2024
2916,4817,119,25-02-2024
2917,3708,65,06-04-2024
2918,4912,149,09-05-2024
2919,659,200,15-01-2024
2920,151,90,09-07-2024
2921,24,169,03-09-2024
2922,2039,51,22-08-2024
2923,234,14,03-10-2024
2924,827,152,02-09-2024
2925,3848,186,27-08-2024
2926,2707,4,01-04-2024
2927,2347,121,05-07-2024
2928,3288,109,30-07-2024
2929,1983,103,09-07-2024
2930,226,50,31-03-2024
2931,2472,167,11-10-2024
2932,160,67,02-09-2024
2933,4712,134,19-05-2024
2934,2605,106,21-02-2024
2935,2952,133,14-02-2024
2936,2827,20,13-08-2024
2937,3481,144,22-08-2024
2938,1038,144,22-07-2024
2939,4410,141,10-01-2024
2940,1085,176,26-05-2024
2941,172,61,19-07-2024
2942,3544,175,09-04-2024
2943,2320,101,19-08-2024
2944,54,127,05-06-2024
2945,935,84,12-01-2024
2946,2469,54,15-09-2024
2947,4429,71,17-03-2024
2948,3859,10,22-03-2024
2949,3355,175,22-04-2024
2950,295,159,09-03-2024
2951,641,80,18-08-2024
2952,1588,143,29-10-2024
2953,1506,121,27-08-2024
2954,4528,21,08-10-2024
2955,3469,125,16-05-2024
2956,1583,172,23-01-2024
2957,3721,67,29-07-2024
2958,110,161,02-06-2024
2959,3644,60,29-06-2024
2960,2198,58,29-02-2024
2961,4374,101,06-10-2024
2962,4642,159,29-02-2024
2963,2021,19,07-06-2024
2964,582,38,14-09-2024
2965,4015,52,02-09-2024
2966,3588,199,17-06-2024
2967,2228,176,12-03-2024
2968,4243,21,26-07-2024
2969,4111,80,04-02-2024
2970,16,58,22-01-2024
2971,2964,88,23-06-2024
2972,4569,77,05-06-2024
2973,1555,101,20-06-2024
2974,3019,19,26-06-2024
2975,2608,190,14-10-2024
2976,3757,23,21-06-2024
2977,3425,152,27-10-2024
2978,4748,71,28-07-2024
2979,1368,35,09-06-2024
2980,155,54,21-06-2024
2981,1126,147,17-09-2024
2982,47,112,03-10-2024
2983,4276,101,29-03-2024
2984,4238,17,29-09-2024
2985,3607,78,21-08-2024
2986,4520,51,06-07-2024
2987,1069,141,30-01-2024
2988,3734,84,25-07-2024
2989,4261,152,27-01-2024
2990,2631,66,24-08-2024
2991,3227,31,18-01-2024
2992,2235,48,19-05-2024
2993,2076,63,10-09-2024
2994,3981,89,11-08-2024
2995,1541,70,19-06-2024
2996,3117,45,12-04-2024
2997,4972,5,16-06-2024
2998,4241,155,13-07-2024
2999,1252,98,01-11-2024
3000,4133,47,10-08-2024
3001,2325,197,08-08-2024
3002,4319,191,29-03-2024
3003,2994,11,25-03-2024
3004,1928,149,13-01-2024
3005,130,100,20-05-2024
3006,1827,2,24-03-2024
3007,1682,162,25-09-2024
3008,1241,18,07-07-2024
3009,2035,155,18-04-2024
3010,4568,65,17-01-2024
3011,2682,172,16-09-2024
3012,4933,132,13-06-2024
3013,4444,32,02-03-2024
3014,2080,24,09-04-2024
3015,2009,111,24-02-2024
3016,2112,142,30-05-2024
3017,3978,102,15-02-2024
3018,1351,166,22-01-2024
3019,1035,180,02-10-2024
3020,3340,22,01-04-2024
3021,1992,53,03-04-2024
3022,1619,105,28-02-2024
3023,3270,186,18-04-2024
3024,720,182,03-08-2024
3025,2299,137,26-09-2024
3026,1068,59,02-07-2024
3027,1525,127,12-07-2024
3028,1241,35,13-03-2024
3029,4612,68,31-05-2024
3030,660,148,15-05-2024
3031,4472,125,12-02-2024
3032,1237,108,24-07-2024
3033,118,97,27-07-2024
3034,4945,124,16-04-2024
3035,2961,127,29-10-2024
3036,1225,75,23-08-2024
3037,1884,46,13-02-2024
3038,4506,24,26-08-2024
3039,2644,63,27-07-2024
3040,2046,167,07-06-2024
3041,3185,147,19-10-2024
3042,4887,182,01-06-2024
3043,3239,76,01-02-2024
3044,1979,84,23-03-2024
3045,900,65,24-02-2024
3046,2101,9,13-08-2024
3047,3629,171,26-04-2024
3048,1105,30,09-01-2024
3049,1557,0,04-06-2024
3050,647,122,02-04-2024
3051,3899,80,21-05-2024
3052,2883,169,02-07-2024
3053,538,17,11-03-2024
3054,1085,97,12-04-2024
3055,1659,35,30-06-2024
3056,364,136,05-06-2024
3057,4672,17,20-03-2024
3058,2615,132,20-08-2024
3059,3633,168,01-08-2024
3060,316,84,15-05-2024
3061,1353,13,03-07-2024
3062,961,56,24-10-2024
3063,4206,174,27-02-2024
3064,3189,28,03-06-2024
3065,3806,100,13-09-2024
3066,1100,150,28-09-2024
3067,3070,149,22-07-2024
3068,2358,5,05-05-2024
3069,2919,67,14-01-2024
3070,43,47,05-01-2024
3071,2469,51,29-06-2024
3072,3506,143,24-02-2024
3073,595,146,02-08-2024
3074,2950,132,19-09-2024
3075,2646,93,01-10-2024
3076,4602,40,26-04-2024
3077,154,70,29-03-2024
3078,612,81,16-07-2024
3079,4275,56,08-09-2024
3080,1567,186,03-10-2024
3081,2671,76,26-09-2024
3082,1186,76,17-05-2024
3083,1887,118,22-07-2024
3084,2909,153,27-10-2024
3085,79,153,03-11-2024
3086,652,34,04-01-2024
3087,3783,164,11-01-2024
3088,1190,138,12-08-2024
3089,46,166,29-08-2024
3090,3535,116,16-08-2024
3091,1066,76,17-07-2024
3092,4345,196,15-06-2024
3093,2446,35,17-06-2024
3094,749,151,23-09-2024
3095,3944,57,28-09-2024
3096,412,11,08-08-2024
3097,4896,77,03-03-2024
3098,2813,57,31-10-2024
3099,1730,89,27-09-2024
3100,2732,145,13-04-2024
3101,2420,161,07-09-2024
3102,4041,26,05-11-2024
3103,1419,48,01-05-2024
3104,775,169,25-09-2024
3105,3194,46,07-01-2024
3106,4176,82,06-05-2024
3107,167,15,26-01-2024
3108,584,122,13-04-2024
3109,2091,108,27-08-2024
3110,1865,148,12-01-2024
3111,4222,50,30-04-2024
3112,3386,16,14-07-2024
3113,2859,97,20-10-2024
3114,3010,192,30-06-2024
3115,676,172,17-10-2024
3116,3337,69,27-03-2024
3117,3350,127,13-05-2024
3118,3357,120,06-10-2024
3119,2670,165,23-08-2024
3120,4629,121,08-07-2024
3121,4070,175,25-05-2024
3122,94,40,16-04-2024
3123,1390,146,28-03-2024
3124,918,100,21-04-2024
3125,2847,46,04-11-2024
3126,3220,118,04-05-2024
3127,1030,38,01-04-2024
3128,141,101,28-05-2024
3129,833,20,24-04-2024
3130,1162,155,28-08-2024
3131,2004,184,07-08-2024
3132,3355,68,01-06-2024
3133,1376,26,08-02-2024
3134,4268,190,04-10-2024
3135,117,186,24-01-2024
3136,836,172,08-07-2024
3137,1752,61,12-07-2024
3138,4011,154,07-10-2024
3139,2473,28,10-08-2024
3140,2970,18,23-08-2024
3141,4862,139,04-09-2024
3142,204,64,21-06-2024
3143,2547,116,26-06-2024
3144,4316,9,25-02-2024
3145,4394,188,28-02-2024
3146,1995,179,03-03-2024
3147,4444,186,24-02-2024
3148,4480,31,27-09-2024
3149,3958,41,15-06-2024
3150,105,0,29-04-2024
3151,722,154,27-05-2024
3152,3887,4,10-10-2024
3153,1786,49,19-09-2024
3154,2047,190,02-02-2024
3155,1955,167,20-10-2024
3156,1526,77,05-05-2024
3157,4959,19,03-04-2024
3158,680,110,02-04-2024
3159,3827,152,14-01-2024
3160,2280,44,05-01-2024
3161,4814,47,27-02-2024
3162,1381,51,11-07-2024
3163,1513,124,05-01-2024
3164,60,32,22-02-2024
3165,3473,157,27-06-2024
3166,4379,119,28-10-2024
3167,3370,146,21-05-2024
3168,4582,104,15-10-2024
3169,3698,93,24-01-2024
3170,4651,116,03-07-2024
3171,2063,127,11-06-2024
3172,1442,88,08-11-2024
3173,4161,168,25-08-2024
3174,1404,144,01-07-2024
3175,2443,173,23-10-2024
3176,2591,160,26-09-2024
3177,1299,167,18-06-2024
3178,3287,149,26-09-2024
3179,835,174,06-08-2024
3180,2684,32,04-04-2024
3181,1386,154,27-07-2024
3182,1517,61,25-09-2024
3183,2492,68,16-01-2024
3184,2724,163,03-05-2024
3185,1429,69,12-02-2024
3186,1085,40,07-04-2024
3187,1464,50,19-05-2024
3188,1625,197,03-04-2024
3189,2386,59,03-08-2024
3190,635,25,26-05-2024
3191,3290,168,09-09-2024
3192,4748,99,18-08-2024
3193,1773,92,20-09-2024
3194,849,82,04-01-2024
3195,1783,23,15-02-2024
3196,3619,159,17-06-2024
3197,2774,149,19-07-2024
3198,2098,28,28-01-2024
3199,1429,91,01-03-2024
3200,1177,190,22-10-2024
3201,4590,44,15-01-2024
3202,2402,47,12-07-2024
3203,1618,10,12-05-2024
3204,3202,146,03-01-2024
3205,2197,60,22-01-2024
3206,2778,9,10-01-2024
3207,4273,68,05-06-2024
3208,3385,69,25-08-2024
3209,201,114,26-10-2024
3210,4481,123,27-08-2024
3211,4533,77,22-09-2024
3212,1200,174,01-02-2024
3213,4714,185,15-05-2024
3214,869,134,22-05-2024
3215,4476,97,24-07-2024
3216,3966,37,14-05-2024
3217,3754,157,08-08-2024
3218,38,38,26-03-2024
3219,365,35,15-08-2024
3220,44,6,13-09-2024
3221,4950,140,01-03-2024
3222,3732,25,25-02-2024
3223,3828,196,10-04-2024
3224,104,13,09-04-2024
3225,3190,0,03-05-2024
3226,4894,167,18-05-2024
3227,2836,22,18-06-2024
3228,212,149,11-05-2024
3229,1100,10,11-03-2024
3230,2027,39,23-03-2024
3231,917,159,11-03-2024
3232,4743,34,19-02-2024
3233,1068,106,07-02-2024
3234,209,190,27-04-2024
3235,966,83,15-10-2024
3236,4650,33,27-07-2024
3237,2609,22,26-08-2024
3238,2627,108,30-04-2024
3239,3799,85,18-04-2024
3240,2069,45,24-10-2024
3241,3818,66,02-02-2024
3242,1772,72,14-03-2024
3243,4064,63,29-08-2024
3244,3811,15,07-11-2024
3245,1517,84,27-10-2024
3246,1514,92,10-08-2024
3247,2292,18,11-08-2024
3248,2466,193,25-05-2024
3249,1429,81,11-09-2024
3250,500,51,03-02-2024
3251,2684,161,22-06-2024
3252,1033,13,05-06-2024
3253,4601,55,07-08-2024
3254,3159,160,20-08-2024
3255,2068,91,18-03-2024
3256,4502,167,22-03-2024
3257,2821,151,21-01-2024
3258,4646,167,02-04-2024
3259,4862,93,02-08-2024
3260,1279,98,31-01-2024
3261,2438,71,03-05-2024
3262,4858,48,17-06-2024
3263,2850,89,14-08-2024
3264,4267,27,07-05-2024
3265,3433,133,16-08-2024
3266,4039,73,17-01-2024
3267,2632,105,06-07-2024
3268,1604,157,06-01-2024
3269,155,101,15-05-2024
3270,1898,77,13-10-2024
3271,1997,137,13-09-2024
3272,3952,36,18-09-2024
3273,871,52,23-10-2024
3274,2038,86,18-06-2024
3275,4544,12,20-08-2024
3276,1476,0,23-05-2024
3277,3460,29,02-10-2024
3278,4417,74,26-01-2024
3279,655,39,06-01-2024
3280,2118,134,16-06-2024
3281,602,67,22-03-2024
3282,3174,43,08-06-2024
3283,4880,52,13-02-2024
3284,4881,128,09-09-2024
3285,103,86,31-10-2024
3286,1331,56,25-01-2024
3287,3403,192,24-02-2024
3288,2409,108,20-07-2024
3289,1107,132,07-07-2024
3290,3940,119,23-04-2024
3291,4277,137,16-01-2024
3292,4738,170,30-09-2024
3293,4953,93,14-07-2024
3294,2395,31,08-09-2024
3295,3902,140,13-02-2024
3296,1033,112,25-01-2024
3297,1488,23,25-06-2024
3298,983,64,15-03-2024
3299,1675,4,10-01-2024
3300,4040,182,23-09-2024
3301,4708,66,25-05-2024
3302,2619,145,12-08-2024
3303,25,70,04-11-2024
3304,2336,123,21-08-2024
3305,1864,24,30-03-2024
3306,1769,148,24-07-2024
3307,4863,20,26-02-2024
3308,941,14,27-01-2024
3309,2243,28,16-04-2024
3310,3028,192,01-05-2024
3311,3474,73,21-02-2024
3312,4186,91,30-07-2024
3313,1136,159,20-06-2024
3314,4830,18,08-11-2024
3315,593,19,20-07-2024
3316,1976,95,14-08-2024
3317,2563,70,21-08-2024
3318,4746,139,21-10-2024
3319,4325,13,13-08-2024
3320,302,199,07-08-2024
3321,2346,195,02-06-2024
3322,1321,75,22-02-2024
3323,4201,160,15-07-2024
3324,391,81,11-08-2024
3325,4442,72,01-04-2024
3326,1229,24,03-01-2024
3327,3137,100,30-10-2024
3328,3247,71,06-09-2024
3329,2807,64,13-03-2024
3330,4794,97,02-08-2024
3331,793,66,21-04-2024
3332,4040,138,22-01-2024
3333,3343,47,20-05-2024
3334,2983,107,26-02-2024
3335,2252,178,30-01-2024
3336,1426,96,14-07-2024
3337,3213,165,19-05-2024
3338,2984,112,19-01-2024
3339,3844,129,04-05-2024
3340,389,57,28-05-2024
3341,2772,50,21-01-2024
3342,4724,49,05-08-2024
3343,1455,30,14-03-2024
3344,1476,116,15-10-2024
3345,712,163,11-02-2024
3346,1394,165,09-08-2024
3347,4150,130,07-02-2024
3348,3436,185,28-02-2024
3349,1643,60,10-09-2024
3350,53,59,07-06-2024
3351,1832,39,21-01-2024
3352,3868,111,12-04-2024
3353,1157,187,29-09-2024
3354,4829,92,10-10-2024
3355,2187,26,31-07-2024
3356,4213,198,17-05-2024
3357,2296,122,16-10-2024
3358,3203,162,24-07-2024
3359,4259,172,08-08-2024
3360,1080,163,12-06-2024
3361,203,53,06-05-2024
3362,957,99,12-04-2024
3363,4844,193,26-08-2024
3364,3093,94,02-08-2024
3365,3752,40,27-01-2024
3366,1866,86,31-07-2024
3367,3764,57,15-04-2024
3368,1232,7,15-04-2024
3369,1725,157,07-01-2024
3370,3357,183,18-08-2024
3371,1665,51,03-04-2024
3372,2459,44,30-07-2024
3373,847,173,15-06-2024
3374,3556,197,17-05-2024
3375,3563,39,29-04-2024
3376,1432,92,27-06-2024
3377,1159,86,27-01-2024
3378,4165,85,29-08-2024
3379,3074,64,26-10-2024
3380,2150,103,13-03-2024
3381,1227,47,13-07-2024
3382,4339,141,06-09-2024
3383,3366,196,20-01-2024
3384,2972,129,23-09-2024
3385,3394,140,24-05-2024
3386,3864,188,08-04-2024
3387,2225,149,17-07-2024
3388,4700,78,26-06-2024
3389,2249,127,28-04-2024
3390,771,107,24-07-2024
3391,2389,37,02-07-2024
3392,4345,171,15-01-2024
3393,2710,197,10-05-2024
3394,4054,139,03-06-2024
3395,2719,71,27-05-2024
3396,2399,176,29-02-2024
3397,2621,192,28-03-2024
3398,2107,19,11-01-2024
3399,3896,159,01-11-2024
3400,4633,25,09-10-2024
3401,4019,143,19-01-2024
3402,3069,77,24-05-2024
3403,4885,23,01-06-2024
3404,2777,185,03-01-2024
3405,1520,18,14-08-2024
3406,3451,181,08-09-2024
3407,2044,59,29-04-2024
3408,2332,54,15-04-2024
3409,2635,9,31-08-2024
3410,3591,64,31-05-2024
3411,3840,165,11-02-2024
3412,2470,142,20-05-2024
3413,1351,98,05-01-2024
3414,4267,53,07-02-2024
3415,3865,124,23-02-2024
3416,439,38,29-10-2024
3417,4985,185,18-09-2024
3418,3385,32,29-10-2024
3419,1900,19,08-10-2024
3420,2150,156,26-03-2024
3421,239,167,09-05-2024
3422,4074,59,21-01-2024
3423,3317,176,10-06-2024
3424,3833,70,02-06-2024
3425,622,31,01-09-2024
3426,3220,149,25-05-2024
3427,3785,135,26-05-2024
3428,4797,42,17-06-2024
3429,286,86,22-01-2024
3430,1523,35,19-05-2024
3431,3861,46,12-01-2024
3432,1159,179,15-05-2024
3433,1717,162,27-08-2024
3434,4689,173,09-01-2024
3435,1666,126,17-07-2024
3436,4899,167,20-05-2024
3437,725,60,07-09-2024
3438,12,0,24-05-2024
3439,3538,55,27-09-2024
3440,4417,175,26-06-2024
3441,4208,36,15-06-2024
3442,3899,185,08-05-2024
3443,4425,69,07-07-2024
3444,3399,144,27-07-2024
3445,2979,183,11-08-2024
3446,4779,92,23-03-2024
3447,1859,0,08-11-2024
3448,4225,20,03-07-2024
3449,2598,71,10-08-2024
3450,528,86,28-09-2024
3451,1275,194,06-04-2024
3452,4693,19,14-08-2024
3453,799,114,07-02-2024
3454,2887,128,21-08-2024
3455,1290,177,29-04-2024
3456,3851,115,08-07-2024
3457,159,66,13-04-2024
3458,4756,116,28-03-2024
3459,4364,120,28-06-2024
3460,3946,26,29-02-2024
3461,1861,103,08-08-2024
3462,3384,85,18-08-2024
3463,4579,142,17-01-2024
3464,4574,165,30-09-2024
3465,3266,179,15-03-2024
3466,3700,185,06-05-2024
3467,4109,175,29-02-2024
3468,2028,117,02-02-2024
3469,3102,11,26-09-2024
3470,1373,172,03-11-2024
3471,4173,128,24-10-2024
3472,2919,133,28-10-2024
3473,3999,21,08-08-2024
3474,141,70,11-10-2024
3475,3961,75,30-05-2024
3476,3714,40,08-01-2024
3477,2948,121,18-08-2024
3478,6,142,18-02-2024
3479,2616,173,11-01-2024
3480,3017,177,23-02-2024
3481,3200,59,25-06-2024
3482,3978,60,13-06-2024
3483,1656,65,30-10-2024
3484,3834,69,15-04-2024
3485,4887,101,12-07-2024
3486,1067,112,28-01-2024
3487,2813,116,23-10-2024
3488,4049,144,25-10-2024
3489,2234,176,29-04-2024
3490,372,185,13-03-2024
3491,3677,188,07-04-2024
3492,2089,137,19-09-2024
3493,1481,0,10-09-2024
3494,738,54,29-03-2024
3495,4080,20,06-03-2024
3496,4783,121,01-02-2024
3497,4941,77,09-02-2024
3498,1017,66,29-01-2024
3499,4420,171,02-09-2024
3500,4587,6,13-08-2024
3501,3436,65,20-01-2024
3502,238,45,20-02-2024
3503,1089,116,18-06-2024
3504,521,145,08-09-2024
3505,4896,113,10-06-2024
3506,408,195,22-10-2024
3507,180,118,18-09-2024
3508,4147,148,21-02-2024
3509,924,153,01-04-2024
3510,808,100,07-07-2024
3511,554,46,23-06-2024
3512,1195,146,15-03-2024
3513,1039,2,02-09-2024
3514,2860,172,02-08-2024
3515,3901,178,12-02-2024
3516,2986,130,31-10-2024
3517,365,143,26-03-2024
3518,2039,143,02-11-2024
3519,518,60,06-04-2024
3520,1265,101,03-01-2024
3521,2844,108,25-08-2024
3522,1927,139,27-07-2024
3523,2281,47,04-04-2024
3524,2836,104,07-02-2024
3525,858,134,12-04-2024
3526,2979,24,23-05-2024
3527,2720,195,04-03-2024
3528,4871,90,07-04-2024
3529,1459,23,09-07-2024
3530,3620,141,26-07-2024
3531,3424,186,25-10-2024
3532,4449,58,04-11-2024
3533,3532,193,06-01-2024
3534,1753,114,21-03-2024
3535,3153,103,29-04-2024
3536,3504,122,29-05-2024
3537,2858,3,25-03-2024
3538,4060,178,06-11-2024
3539,2395,191,17-03-2024
3540,3265,36,13-10-2024
3541,1188,83,11-03-2024
3542,4917,54,18-07-2024
3543,4146,30,21-06-2024
3544,4368,185,12-04-2024
3545,918,57,02-09-2024
3546,3429,146,29-02-2024
3547,515,3,07-11-2024
3548,2072,168,21-05-2024
3549,3289,144,10-06-2024
3550,2750,56,04-05-2024
3551,4971,33,05-06-2024
3552,869,21,02-08-2024
3553,2237,76,01-06-2024
3554,67,63,09-06-2024
3555,2325,172,22-10-2024
3556,1582,37,25-07-2024
3557,759,99,14-01-2024
3558,4762,76,17-10-2024
3559,4650,50,12-09-2024
3560,3152,63,09-05-2024
3561,1254,23,03-08-2024
3562,609,89,16-01-2024
3563,3951,135,13-01-2024
3564,2294,184,20-01-2024
3565,1064,155,04-10-2024
3566,4930,61,19-05-2024
3567,4080,113,03-08-2024
3568,1519,0,11-08-2024
3569,2513,22,12-09-2024
3570,1741,163,15-05-2024
3571,4706,78,28-09-2024
3572,2283,47,19-10-2024
3573,4893,192,24-03-2024
3574,2258,110,30-07-2024
3575,4495,40,14-02-2024
3576,3534,10,07-05-2024
3577,678,113,01-07-2024
3578,2004,18,24-05-2024
3579,4886,168,21-01-2024
3580,754,22,05-02-2024
3581,1088,138,01-05-2024
3582,2155,4,14-04-2024
3583,2575,102,26-03-2024
3584,927,92,22-09-2024
3585,4695,4,30-07-2024
3586,174,104,24-09-2024
3587,3410,106,16-10-2024
3588,2268,4,08-11-2024
3589,4521,156,09-05-2024
3590,3860,64,25-06-2024
3591,1338,78,28-07-2024
3592,3272,186,11-02-2024
3593,3304,146,05-08-2024
3594,2219,58,03-09-2024
3595,2349,85,20-01-2024
3596,3980,67,05-07-2024
3597,2274,141,25-06-2024
3598,1413,159,29-08-2024
3599,51,149,03-10-2024
3600,120,132,06-11-2024
3601,472,126,16-04-2024
3602,3192,198,28-08-2024
3603,1455,104,08-10-2024
3604,4716,82,11-02-2024
3605,1139,88,06-11-2024
3606,209,141,19-04-2024
3607,1489,199,25-07-2024
3608,4853,148,20-07-2024
3609,9,25,14-02-2024
3610,1224,196,14-05-2024
3611,4406,66,17-09-2024
3612,4932,37,21-10-2024
3613,4821,47,03-09-2024
3614,4813,127,01-11-2024
3615,2365,151,14-02-2024
3616,2765,79,24-04-2024
3617,203,189,15-04-2024
3618,1686,129,15-06-2024
3619,2607,53,06-06-2024
3620,940,97,05-02-2024
3621,321,181,19-08-2024
3622,3112,40,12-09-2024
3623,1912,94,18-08-2024
3624,1809,144,12-05-2024
3625,3905,190,08-04-2024
3626,3667,77,12-02-2024
3627,861,80,25-06-2024
3628,2342,13,06-02-2024
3629,2249,99,14-01-2024
3630,4717,79,02-01-2024
3631,3373,129,06-06-2024
3632,2714,37,21-05-2024
3633,4665,121,10-06-2024
3634,2341,71,24-02-2024
3635,4164,87,02-06-2024
3636,2449,200,31-05-2024
3637,217,116,15-06-2024
3638,2175,197,27-07-2024
3639,3603,165,02-08-2024
3640,116,193,20-05-2024
3641,3709,22,22-04-2024
3642,2934,90,31-10-2024
3643,210,183,01-05-2024
3644,4640,69,16-09-2024
3645,1678,184,09-05-2024
3646,215,128,01-04-2024
3647,369,159,28-10-2024
3648,1011,70,03-09-2024
3649,2230,99,23-09-2024
3650,520,39,03-06-2024
3651,3560,49,26-03-2024
3652,2908,13,12-07-2024
3653,2481,56,07-11-2024
3654,2570,115,11-07-2024
3655,2097,123,14-06-2024
3656,2611,178,17-06-2024
3657,381,27,20-05-2024
3658,2805,67,22-08-2024
3659,2334,25,29-08-2024
3660,793,143,16-05-2024
3661,1062,173,28-08-2024
3662,1419,45,20-08-2024
3663,2740,34,18-01-2024
3664,304,84,06-03-2024
3665,2791,49,14-09-2024
3666,3646,88,29-03-2024
3667,4327,158,17-04-2024
3668,3045,141,19-04-2024
3669,3869,123,27-10-2024
3670,925,163,05-11-2024
3671,121,80,21-02-2024
3672,2210,184,31-03-2024
3673,2162,159,07-11-2024
3674,2068,30,05-08-2024
3675,3969,126,09-02-2024
3676,2133,172,15-06-2024
3677,611,114,11-03-2024
3678,2038,26,12-03-2024
3679,4385,184,28-05-2024
3680,2554,72,15-06-2024
3681,454,124,14-04-2024
3682,551,35,17-07-2024
3683,3678,32,30-04-2024
3684,4799,14,26-08-2024
3685,2656,193,07-09-2024
3686,3152,75,11-02-2024
3687,2312,68,23-07-2024
3688,3402,115,08-09-2024
3689,1096,54,01-06-2024
3690,1167,111,07-02-2024
3691,3340,67,01-05-2024
3692,1074,46,29-05-2024
3693,1503,77,03-03-2024
3694,2434,183,01-08-2024
3695,3606,118,19-07-2024
3696,729,45,31-03-2024
3697,1600,146,05-06-2024
